time_exchange;time_coinapi;guid;price;base_amount;taker_side
2019-06-08T00:00:20.769000000;2019-06-08T00:00:20.792793211;689;7968.74;0.004393;SELL
2019-06-08T00:00:20.769000000;2019-06-08T00:00:20.793367695;690;7968.59;0.001702;SELL
2019-06-08T00:00:20.769000000;2019-06-08T00:00:20.793879942;691;7968.56;0.110249;SELL
2019-06-08T00:00:20.769000000;2019-06-08T00:00:20.794713019;693;7968.5;0.001702;SELL
2019-06-08T00:00:20.769000000;2019-06-08T00:00:20.795529868;696;7968.5;0.006998;SELL
2019-06-08T00:00:20.769000000;2019-06-08T00:00:20.796493104;699;7968.45;0.000367;SELL
2019-06-08T00:00:20.771000000;2019-06-08T00:00:20.813245845;700;7973.39;0.00334;BUY
2019-06-08T00:00:20.779000000;2019-06-08T00:00:20.813245845;704;7968.45;0.002397;SELL
2019-06-08T00:00:20.779000000;2019-06-08T00:00:20.813245845;705;7968.25;0.006599;SELL
2019-06-08T00:00:20.779000000;2019-06-08T00:00:20.813245845;706;7968.18;0.001305;SELL
2019-06-08T00:00:20.779000000;2019-06-08T00:00:20.813245845;707;7968.13;2e-06;SELL
2019-06-08T00:00:20.779000000;2019-06-08T00:00:20.813245845;708;7967.88;0.115235;SELL
2019-06-08T00:00:20.866000000;2019-06-08T00:00:20.888239230;715;7973.23;0.11729;BUY
2019-06-08T00:00:20.917000000;2019-06-08T00:00:20.941173269;717;7967.9;0.003371;SELL
2019-06-08T00:00:20.917000000;2019-06-08T00:00:20.941349568;718;7967.88;0.103627;SELL
2019-06-08T00:00:20.987000000;2019-06-08T00:00:21.038945333;728;7973.19;0.002135;BUY
2019-06-08T00:00:22.707000000;2019-06-08T00:00:22.728267089;833;7972.02;0.001427;BUY
2019-06-08T00:00:22.816000000;2019-06-08T00:00:22.853213532;847;7971.91;0.045721;BUY
2019-06-08T00:00:22.816000000;2019-06-08T00:00:22.853213532;848;7971.92;0.065935;BUY
2019-06-08T00:00:22.917000000;2019-06-08T00:00:22.939733302;853;7971.81;0.02147;BUY
2019-06-08T00:00:23.147000000;2019-06-08T00:00:23.248035473;860;7971.68;0.004103;BUY
2019-06-08T00:00:24.095000000;2019-06-08T00:00:24.201193606;886;7971.25;0.008;BUY
2019-06-08T00:00:24.095000000;2019-06-08T00:00:24.233211943;887;7971.26;0.016891;BUY
2019-06-08T00:00:24.380000000;2019-06-08T00:00:24.453180442;895;7970;0.013846;BUY
2019-06-08T00:00:24.479000000;2019-06-08T00:00:24.529306609;912;7969.99;0.062965;BUY
2019-06-08T00:00:24.523000000;2019-06-08T00:00:24.577225043;921;7969.99;0.017628;BUY
2019-06-08T00:00:24.534000000;2019-06-08T00:00:24.577225043;922;7969.99;0.001288;BUY
2019-06-08T00:00:24.718000000;2019-06-08T00:00:24.741075597;933;7969.99;0.069542;BUY
2019-06-08T00:00:24.959000000;2019-06-08T00:00:24.980552707;946;7969.99;0.002507;BUY
2019-06-08T00:00:25.144000000;2019-06-08T00:00:25.246962314;965;7967.77;0.025094;SELL
2019-06-08T00:00:25.144000000;2019-06-08T00:00:25.246962314;966;7967.76;0.212319;SELL
2019-06-08T00:00:25.209000000;2019-06-08T00:00:25.366984375;969;7968.34;0.126803;SELL
2019-06-08T00:00:25.355000000;2019-06-08T00:00:25.416758399;999;7967.77;0.024981;SELL
2019-06-08T00:00:25.418000000;2019-06-08T00:00:25.477239608;1001;7969.99;0.006251;BUY
2019-06-08T00:00:26.024000000;2019-06-08T00:00:26.038928103;1016;7969.99;0.026954;BUY
2019-06-08T00:00:26.024000000;2019-06-08T00:00:26.038928103;1017;7970;0.009661;BUY
2019-06-08T00:00:26.721000000;2019-06-08T00:00:26.743576068;1021;7969.97;0.023218;BUY
2019-06-08T00:00:26.819000000;2019-06-08T00:00:26.857141461;1029;7969.99;0.114316;BUY
2019-06-08T00:00:26.917000000;2019-06-08T00:00:26.941194331;1039;7970;0.001517;BUY
2019-06-08T00:00:26.924000000;2019-06-08T00:00:26.944064358;1042;7970;0.002294;BUY
